,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
907,Framed by My Sister,TV Movie-Thriller-Drama-Crime,en,Reel One Entertainment-Acme Holding Company,0,0,85,Released,2022,"The families of twin sisters are ""infiltrated"" by a mysterious triplet who was separated from them at birth by their adopted mother. Her deadly plan is to frame one of the twins for murdering the other’s husband and then assume the identity of his widow by killing her too... but not if the framed sister has anything to say about it.",1,,
908,A Thousand Little Cuts,Drama-Mystery-Thriller,en,Artist View Entertainment-Filmstreet Productions-Spitfire Cinema-RcR Cinema,0,0,87,Released,2022,"A young woman wakes up in a hospital convinced she is recovering from minor surgery only to find herself in a battle of wits with a psychiatrist who can't let her leave until she remembers ""what happened that night."" Events turn a darker corner as doctor and patient try to unlock not only what traumatic event Anne is suppressing but also who was there why it happened and why Anne's subconscious is fighting so hard to prevent her from talking about it.",1,,42
911,Coast,Drama,en,Big Vision Empty Wallet,0,0,96,Released,2022,Desperate to escape the trappings of her small coastal farming town 16-year-old Abby falls for the lead singer of a touring rock band and must decide whether or not to leave her family and friends behind. With live music performances and an exciting ensemble cast COAST is about female friendships finding your truth and letting the music take you home.,1,,
912,A Baby at Any Cost,TV Movie-Thriller-Crime,en,Almost Never Films,0,0,85,Released,2022,When a surrogate grows too fond of the baby she carried for a young couple they try to disengage from her. But the surrogate starts poisoning the mother (with no danger to the child) in a scam that will keep the surrogate around and then when mom is gone the surrogate will get the child the husband and the suburban life she so earnestly covets.,1,,
931,I'll Show You Mine,Drama,en,Duplass Brothers Productions,0,0,102,Released,2022,An author who made a career by examining her own trauma sits down to interview her nephew for a new book about his history as a gender-nonconforming model and pansexual poster boy. Each of them reveal much more than expected and confront some of their most deeply hidden secrets.,1,,
942,The Widow of Nkanu,Drama,en,Watts Camera Action,0,0,115,Released,2021,Muna the king's betrothed left for dead by her friend embarks on a quest for revenge.,1,,
944,Abaddon,Science Fiction-Action,en,Monumental Pictures,0,0,96,Released,2021,A sassy bounty hunter and her convict boyfriend free a society from the clutches of a repressive theocratic police state.,1,,
945,Vampire Nymphets,Horror,en,New Film Order,0,0,60,Released,2021,In a city ruled by the underworld a religious fanatic teenager is worried about the recent rumors of demonic gangs and cults. She takes a trip to the cemetery to take flowers in remorse for the car accident her friend recently had unaware that the cemetery is territory of a female gang faction known as the Vampire Nymphets whose adored leader is a male vampire.,1,,
955,The Monster in the Mirror,Music-Drama,en,Gateway Entertainment,0,0,84,Released,2021,“The Monster in the Mirror Musical” is a comical but touching 90-minute original pop musical film that aims to empower the youths of today by addressing important and relevant issues like self-love and identity-building. An insecure teenage girl uses a magic mirror that extracts all her insecurities into a monster girl in order to win a boy’s affections only to learn the true value of self-love and compassion.,1,,
957,Stream Me,Drama,en,3332472 Nova Scotia,0,0,82,Released,2021,Adira a teenage girl discovers her love for gaming with some help from a top Twitch streamer as her mentor Autumn Rhodes. Adira quickly rises to a professional streaming status and must overcome challenges that come along with her newfound popularity.,1,,
960,Beneath the Banyan Tree,Drama,en,Light & Shadow-Lerfilm,0,0,90,Released,2021,After her son is jailed a Chinese mother with high expectations struggles to protect her family's remaining reputation by parenting her independent daughter whom she must seek shelter from in the U.S. with her son's two unmanageable adolescents.,1,100,
964,Be Still,Drama-History,en,Ceroma Films,0,0,83,Released,2021,After the tragic death of her daughter Lily Hannah searches for ways to reconnect and process her grief through increasingly daring and innovative artistic expression. Hannah becomes obsessed with death children and duality to the point at which sudden appearances of Lily’s ghost and Hannah’s own doubles begin to manifest - possibly from her imagination or perhaps from the fringes of reality. Diving deep into her art using unprecedented photographic techniques Hannah teeters on the edge of madness as she struggles to come to terms with her loss. Inspired by the life of photographer Hannah Maynard (1834-1918).,1,,
977,A Quiet Dinner with Friends,Horror,en,John Johnson,0,0,98,Released,2021,When Marla invites Shelley and her new boyfriend Peter for dinner her husband John assumes it will be another boring dinner party. He soon discovers there's something odd about Peter. Much to his surprise and confusion no one else notices. As the evening progresses strange things begin to happen Peter's behavior grows more outrageous and John finds himself forced to make an impossible choice.,1,,
985,Daytime Nightmare,Thriller-Horror,en,Grey Films,0,0,85,Released,2021,Lucy's life changes when her own mind turns against her and her nightmares become her daymares.,1,,
995,Ludi,Drama,en,Bantufy,0,0,81,Released,2021,After a half truth lands her under immense financial pressure Ludi Alcidor embarks on a frantic scour through Miami's private care-taking world in an increasingly desperate attempt to send money to her family in Haiti.,1,82,
1001,Natalie's Abortion,Thriller,en,Sullied Bride Productions,0,0,75,Released,2021,A married woman Natalie becomes pregnant after she is violently raped by a masked man. Uncertain of the paternity Natalie's husband Pat urges her to have an abortion. Afterwards the couple is left to deal with the emotional aftermath as they try to rebuild their lives.,1,,
1005,The Herald and the Horror,Horror,en,LightShow Studio,0,0,90,Released,2021,A young woman devoted to her faith experiences unearthly visions and events that lead her family and friends to think she's possessed by the devil. Little do they know that she is being twisted by something more outer-worldly.,1,,
1007,A Fight With Shadow,Drama,en,Ebanky Global Productions,0,0,128,Released,2021,Tiwa an abused orphan meets a helpful stranger who might know more about her story than she realizes.,1,,
1029,Girl Finds Out She's Adopted,Drama,en,Dhar Mann Studios,0,0,61,Released,2021,A fifteen year old girl finds out she was adopted. She sets out to find her real parents and learns about family along the way.,1,,
1035,Rhapsody of Love,Comedy-Romance,en,Joy House Productions-Indivisual Films,0,0,86,Released,2021,Rhapsody of Love follows the lives of four couples at different stages of their relationships and how sometimes life presents love when we least expect it. Events planner Jess meets photographer Justin at the wedding of her best friend Ben. Ben and Natasha are perfect for each other but can they both support each other’s career aspirations. Then there’s Phil always saying the wrong thing and looking for his next date. Romance work and life all collide when an events planner and a wedding photographer meet and ignite sparks.,1,,33
1038,Who is Christmas Eve?,TV Movie-Romance-Drama,en,Who Is Christmas Eve Movie,0,0,85,Released,2021,Eve Simonswas abandoned as an infant on the steps of a church 30 years ago on Christmas Eve. Now struggling to move forward with her life she embarks on a search to uncover the mystery of her birth with the help of her boyfriend Chris and famed investigative genealogist Pamela Slaton.,1,,
